全局章序,卷,卷内章号_文本,章名,正文区间字符数_含章末附注,起始位置,结束位置
1000,红祭司,54,序曲,3040,3752321,3755842
1001,红祭司,55,第一乐章,3126,3755842,3759439
1002,红祭司,56,第二乐章,3080,3759439,3763002
1003,红祭司,57,间奏,3615,3763002,3767206
1004,红祭司,58,第三乐章,3032,3767206,3770757
1005,红祭司,59,第四乐章（周一求推荐票月票）,3188,3770757,3774450
1006,红祭司,60,终章与尾声（周一求月票推荐票）,3164,3774450,3778143
1007,红祭司,61,善后,3146,3778143,3781746
1008,红祭司,62,分配,3177,3781746,3785500
1009,红祭司,63,馈赠总是要归还,3038,3785500,3788880
1010,红祭司,64,顾问费,3295,3788880,3792663
1011,红祭司,65,罗塞尔的另一个提醒,3042,3792663,3796187
1012,红祭司,66,九月的一天,3143,3796187,3799688
1013,红祭司,67,各自的成长（祝大家中秋快乐）,3051,3799688,3803262
1014,红祭司,68,成长的各自（祝大家中秋快乐）,3066,3803262,3806869
1015,红祭司,69,战争的脚步,3071,3806869,3810490
1016,红祭司,70,灵教团的消息（感谢CzLB同学打赏白银盟）,3214,3810490,3814215
1017,红祭司,71,玫歌庄园（周一求推荐票月票）,3256,3814215,3817994
1018,红祭司,72,意想不到（周一求月票推荐票）,3254,3817994,3821879
1019,红祭司,73,耐心,3034,3821879,3825526
1020,红祭司,74,魔女的手段,3040,3825526,3829032
1021,红祭司,75,十字架,3086,3829032,3832678
1022,红祭司,76,答案,3344,3832678,3836659
1023,红祭司,77,梅森.迪尔之死,3120,3836659,3840187
1024,红祭司,78,传统艺能,3057,3840187,3843667
1025,红祭司,79,随机性异变,3048,3843667,3847115
1026,红祭司,80,两次禁止,3052,3847115,3850673
1027,红祭司,81,欺瞒,3254,3850673,3854390
1028,红祭司,82,自救,3378,3854390,3858297
1029,红祭司,83,1号遗迹（周一求推荐票月票）,3122,3858297,3861882
1030,红祭司,84,联合行动（周一求推荐票月票）,3243,3861882,3865672
1031,红祭司,85,可能性,3709,3865672,3869935
1032,红祭司,86,强力净化者,3260,3869935,3873637
1033,红祭司,87,要有光,3248,3873637,3877235
1034,红祭司,88,收获,3069,3877235,3880815
1035,红祭司,89,提前的日记,3090,3880815,3884317
1036,红祭司,90,“预想”的发展,3146,3884317,3887882
1037,红祭司,91,格尔曼的问题,3095,3887882,3891360
1038,红祭司,92,名单,3126,3891360,3894913
1039,红祭司,93,希望（求双倍月票）,3342,3894913,3898731
1040,红祭司,94,宁静的海面（八月月票第一加更）,3123,3898731,3902462
1041,红祭司,95,王女（求月票）,3046,3902462,3906006
1042,红祭司,96,不同角度的计划（月底求月票周一求推荐票）,3217,3906006,3909752
1043,红祭司,97,各怀心思（求月票推荐票）,3247,3909752,3913526
1044,红祭司,98,置身激流（求保底月票）,4082,3913526,3918270
1045,红祭司,99,梦境行者（求月票）,3053,3918270,3921751
1046,红祭司,100,一个“考验”（求月票）,3238,3921751,3925490
1047,红祭司,101,头脑风暴（求月票）,3244,3925490,3929199
1048,红祭司,102,真假“间谍”（求月票）,3620,3929199,3933340
1049,红祭司,103,“观众”的直觉（求月票）,3320,3933340,3937152
1050,红祭司,104,擅用催眠,3214,3937152,3940820
1051,红祭司,105,不同途径不同风格,3384,3940820,3944608
1052,红祭司,106,三打一,3624,3944608,3948721
1053,红祭司,107,会长（九月月票第一加更）,3148,3948721,3952415
1054,红祭司,108,“量身定做”的仪式,3184,3952415,3956130
1055,红祭司,109,思路（周一求月票推荐票）,3147,3956130,3959811
1056,红祭司,110,真正的“魔鬼”（周一求月票推荐票）,3085,3959811,3963459
1057,红祭司,111,超凡的与普通的,3086,3963459,3967051
1058,红祭司,112,工具人,3109,3967051,3970728
1059,红祭司,113,“月亮”的权柄,3302,3970728,3974542
1060,红祭司,114,掩盖的秘密,3235,3974542,3978311
1061,红祭司,115,谁的梦,3204,3978311,3981939
1062,红祭司,116,在线“授课”,3225,3981939,3985723
1063,红祭司,117,主的左手,3256,3985723,3989428
1064,红祭司,118,拉近关系,3156,3989428,3993147
1065,红祭司,119,漫游星空者,3317,3993147,3996998
1066,红祭司,120,熟悉的名字,3158,3996998,4000557
1067,红祭司,121,精灵编年史（周一求月票推荐票）,3533,4000557,4004550
1068,红祭司,122,不合理的细节（周一求推荐票月票）,3207,4004550,4008164
1069,红祭司,123,“海底”,3161,4008164,4011762
1070,红祭司,124,也许是真的,3180,4011762,4015428
1071,红祭司,125,诚实大厅,3138,4015428,4019063
1072,红祭司,126,门后的呼喊,3208,4019063,4022745
1073,红祭司,127,三个可能,3244,4022745,4026384
1074,红祭司,128,问题的答案（感谢白银盟王先生穿潜水衣）,3074,4026384,4029988
1075,红祭司,129,没有回应,3013,4029988,4033534
1076,红祭司,130,多里安的请求,3191,4033534,4037284
1077,红祭司,131,四个选择,3225,4037284,4040976
1078,红祭司,132,隐藏的秘密,3088,4040976,4044388
1079,红祭司,133,辛勤的园丁（周一求推荐票月票）,3175,4044388,4047999
1080,红祭司,134,扮演的思路（周一求月票推荐票）,3089,4047999,4051542
1081,红祭司,135,归来者,3156,4051542,4055176
1082,红祭司,136,突如其来,3199,4055176,4058974
1083,红祭司,137,纷乱的贝克兰德,3326,4058974,4062848
1084,红祭司,138,战争中的人们,3121,4062848,4066570
1085,红祭司,139,审视处境,3774,4066570,4070727
1086,红祭司,140,很简单的推理,3527,4070727,4074854
1087,红祭司,141,神灵的态度,3113,4074854,4078429
1088,红祭司,142,躲入暗中,3320,4078429,4082252
1089,红祭司,143,艰难的抉择,3200,4082252,4085944
1090,红祭司,144,怪谈,3134,4085944,4089579
1091,红祭司,145,自问（周一求推荐票月票）,3093,4089579,4093099
1092,红祭司,146,可笑之人（周一求推荐票月票）,3133,4093099,4096753
1093,红祭司,147,“愚者”的天使们,3081,4096753,4100317
1094,红祭司,148,突破口,3092,4100317,4103857
1095,红祭司,149,本色演出（月底求票）,3089,4103857,4107545
1096,红祭司,150,协作（月底求月票）,3156,4107545,4111190
1097,红祭司,151,不同的困境（月底求月票）,3195,4111190,4114800
1098,红祭司,152,积累贡献,3402,4114800,4118633
1099,红祭司,153,1368（求保底月票）,4200,4118633,4123534
1100,红祭司,154,一册（求保底月票）,3195,4123534,4127183
1101,红祭司,155,特别的报酬（求保底月票）,3167,4127183,4130753
1102,红祭司,156,驱虎吞狼（求保底月票）,3153,4130753,4134338
1103,红祭司,157,暗示（周一求推荐票月票）,3095,4134338,4137818
1104,红祭司,158,矛盾之处（周一求推荐票月票）,3078,4137818,4141397
1105,红祭司,159,关键日记,3238,4141397,4145018
1106,红祭司,160,互动,3083,4145018,4148583
1107,红祭司,161,轻松,3176,4148583,4152272
1108,红祭司,162,混乱的家庭,3110,4152272,4155862
1109,红祭司,163,耐心,3162,4155862,4159447
1110,红祭司,164,通“灵”,3454,4159447,4163446
1111,红祭司,165,“扑克高手”,3124,4163446,4167051
1112,红祭司,166,旅行笔记,3315,4167051,4170785
1113,红祭司,167,强大的看守者,3218,4170785,4174424
1114,红祭司,168,残留的意志,3022,4174424,4177878
1115,红祭司,169,王庭内部（周一求推荐票月票）,3201,4177878,4181622
1116,红祭司,170,熟悉的注视（周一求推荐票月票）,3622,4181622,4185865
1117,红祭司,171,最强组织,3457,4185865,4189921
1118,红祭司,172,克莱恩的畏惧,3110,4189921,4193440
1119,红祭司,173,默契的配合,3074,4193440,4197012
1120,红祭司,174,王庭追猎者,3249,4197012,4200705
1121,红祭司,175,弱点,3139,4200705,4204255
1122,红祭司,176,“愚者”的指示,3169,4204255,4207966
1123,红祭司,177,探索之后,3084,4207966,4211577
1124,红祭司,178,强化队友,3115,4211577,4215321
1125,红祭司,179,契机,3152,4215321,4218938
1126,红祭司,180,“出乎意料”,2788,4218938,4222266
1127,红祭司,181,“源堡”（周一求月票推荐票）,3061,4222266,4225798
1128,红祭司,182,终出成果（周一求推荐票月票）,3137,4225798,4229430
1129,红祭司,183,压力,3078,4229430,4232829
1130,红祭司,184,消息风暴,3212,4232829,4236412
1131,红祭司,185,不可言喻的交易,3122,4236412,4240052
1132,红祭司,186,幕间,3097,4240052,4243674
1133,红祭司,187,诵念,3128,4243674,4247261
1134,红祭司,188,“门”先生,3110,4247261,4250851
1135,红祭司,189,香味,3514,4250851,4254950
1136,红祭司,190,古老年代里的传闻,3036,4254950,4258390
1137,红祭司,191,历史中,3401,4258390,4262239
1138,红祭司,192,“古代学者”（十月月票第一加更）,3331,4262239,4265965
1139,红祭司,193,另一种形式的陪伴,3134,4265965,4269546
1140,红祭司,194,打算（周一求推荐票月票）,3447,4269546,4273546
1141,红祭司,195,深冬（周一求推荐票月票）,3049,4273546,4277112
1142,红祭司,196,预警,3092,4277112,4280681
1143,红祭司,197,合理的发展,3055,4280681,4284210
1144,红祭司,198,险些,3097,4284210,4287712
1145,红祭司,199,三箭齐发,3070,4287712,4291213
1146,红祭司,200,真正的神棍,3113,4291213,4294863
1147,红祭司,201,混乱,3211,4294863,4298556
1148,红祭司,202,没迟到（月底求票）,3426,4298556,4302543
1149,红祭司,203,逃（月底求月票）,3129,4302543,4306286
1150,红祭司,204,狂奔,5522,4306286,4312485
1151,逐光者,1,欺诈,3433,4312485,4316481
1152,逐光者,2,“错误”,3197,4316481,4320285
1153,逐光者,3,黄昏通道,3104,4320285,4323858
1154,逐光者,4,给你一个机会,3087,4323858,4327422
1155,逐光者,5,行于黑暗中,3168,4327422,4331066
1156,逐光者,6,思考,3102,4331066,4334647
1157,逐光者,7,风度,3278,4334647,4338482
1158,逐光者,8,觉悟,3193,4338482,4342226
1159,逐光者,9,证实（周一求推荐票月票）,3101,4342226,4345804
1160,逐光者,10,有进步（周一求月票推荐票）,3122,4345804,4349450
1161,逐光者,11,倒数计时,3180,4349450,4353124
1162,逐光者,12,预言,3318,4353124,4357018
1163,逐光者,13,迫近,3110,4357018,4360602
1164,逐光者,14,“作弊”,3196,4360602,4364262
1165,逐光者,15,豪华阵容,3062,4364262,4367794
1166,逐光者,16,它的名字,3262,4367794,4371646
1167,逐光者,17,群星归位时,3088,4371646,4375229
1168,逐光者,18,我的锚,3162,4375229,4378818
1169,逐光者,19,克莱恩的打算,3423,4378818,4382653
1170,逐光者,20,仪式,3654,4382653,4386895
1171,逐光者,21,第三位（周一求推荐票月票）,3413,4386895,4390734
1172,逐光者,22,“坦然”（周一求月票推荐票）,3155,4390734,4394334
1173,逐光者,23,建议,3123,4394334,4397944
1174,逐光者,24,联合行动,3085,4397944,4401512
1175,逐光者,25,思路很重要,3062,4401512,4405082
1176,逐光者,26,阳谋,3084,4405082,4408647
1177,逐光者,27,代问,3095,4408647,4412163
1178,逐光者,28,我有个眷者,3185,4412163,4415796
1179,逐光者,29,两手准备,3234,4415796,4419525
1180,逐光者,30,不同的效果,3125,4419525,4423223
1181,逐光者,31,诺斯古城,3082,4423223,4426686
1182,逐光者,32,圣言,3149,4426686,4430328
1183,逐光者,33,克莱恩的优势（周一求月票推荐票）,3086,4430328,4433879
1184,逐光者,34,“记录”（周一求月票推荐票）,3227,4433879,4437695
1185,逐光者,35,重现,3050,4437695,4441382
1186,逐光者,36,机会与风险并存,3129,4441382,4444967
1187,逐光者,37,改变,3184,4444967,4448740
1188,逐光者,38,厚颜,3139,4448740,4452420
1189,逐光者,39,冬礼日,3109,4452420,4456005
1190,逐光者,40,共鸣,3161,4456005,4459718
1191,逐光者,41,把握心理,3032,4459718,4463161
1192,逐光者,42,各司其职,3322,4463161,4466936
1193,逐光者,43,向东,3120,4466936,4470507
1194,逐光者,44,狮子搏兔（双倍求月票）,3148,4470507,4474259
1195,逐光者,45,“0”级（11月月票第一加更）,3106,4474259,4477805
1196,逐光者,46,“丑小鸭”（周一求推荐票月票）,3039,4477805,4481320
1197,逐光者,47,心灵风暴（周一求月票推荐票）,3137,4481320,4484932
1198,逐光者,48,“狂乱”（2019年最后一天求月票）,3083,4484932,4488494
1199,逐光者,49,不祥之盒,4304,4488494,4493274
1200,逐光者,50,随机性（新一年求月票）,3236,4493274,4496939
1201,逐光者,51,专业（新一年求月票）,3282,4496939,4500620
1202,逐光者,52,塔罗会（求月票）,3236,4500620,4504409
1203,逐光者,53,收获（求月票）,3353,4504409,4508254
1204,逐光者,54,不计生死（求月票）,3312,4508254,4512204
1205,逐光者,55,长达千年的陷阱（求月票）,3042,4512204,4515743
1206,逐光者,56,都是老狐狸（提前更新求月票）,3118,4515743,4519336
1207,逐光者,57,多里安的决断（求月票）,3177,4519336,4523201
1208,逐光者,58,久违的宁静（周一求月票推荐票）,3119,4523201,4526922
1209,逐光者,59,两个选择（周一求推荐票月票）,3067,4526922,4530452
1210,逐光者,60,月城（双倍最后一天求月票）,3060,4530452,4534081
1211,逐光者,61,想象不出（双倍最后一天求月票）,4448,4534081,4539202
1212,逐光者,62,传播光辉,2615,4539202,4542234
1213,逐光者,63,永恒不变的迷雾,3043,4542234,4545793
1214,逐光者,64,声音,3044,4545793,4549378
1215,逐光者,65,时间未到,3064,4549378,4552913
1216,逐光者,66,耐心终有回报,3070,4552913,4556468
1217,逐光者,67,五蘑二菇,3109,4556468,4560132
1218,逐光者,68,线索,3171,4560132,4563880
1219,逐光者,69,换一个目标,3048,4563880,4567514
1220,逐光者,70,一块“幕布”（周一求推荐票月票）,3145,4567514,4571177
1221,逐光者,71,留言,3173,4571177,4574831
1222,逐光者,72,“研究所”,3090,4574831,4578411
1223,逐光者,73,那个层次,3122,4578411,4582076
1224,逐光者,74,对末日的猜测,3156,4582076,4585765
1225,逐光者,75,开解,3058,4585765,4589382
1226,逐光者,76,发放蘑菇,3113,4589382,4593068
1227,逐光者,77,召唤仪式,3581,4593068,4597300
1228,逐光者,78,祝愿,3142,4597300,4601055
1229,逐光者,79,集思广益,3152,4601055,4604744
1230,逐光者,80,再会,3086,4604744,4608262
1231,逐光者,81,到处“拜访”,3233,4608262,4612112
1232,逐光者,82,对比实验（周一求推荐票月票）,3085,4612112,4615702
1233,逐光者,83,两处（周一求推荐票月票）,3107,4615702,4619270
1234,逐光者,84,“降临”的投影,3181,4619270,4622889
1235,逐光者,85,最佳辅助,3393,4622889,4626717
1236,逐光者,86,联动,3398,4626717,4630632
1237,逐光者,87,分配,3421,4630632,4634587
1238,逐光者,88,推测,3074,4634587,4638214
1239,逐光者,89,传承（祝大家除夕安乐）,3502,4638214,4642422
1240,逐光者,90,“潮水”（正月初一，鼠年大吉）,3110,4642422,4646085
1241,逐光者,91,灯神,3105,4646085,4649653
1242,逐光者,92,人类迷惑行为（周一求推荐票月票）,3199,4649653,4653419
1243,逐光者,93,忙而不乱,3067,4653419,4656861
1244,逐光者,94,愿望（最后三天求月票）,3043,4656861,4660352
1245,逐光者,95,不用召唤也有帮手（最后两天求月票）,3466,4660352,4664380
1246,逐光者,96,遵从心的意愿（12月月票第一加更）,3366,4664380,4668284
1247,逐光者,97,终于（一月最后一天求月票）,3194,4668284,4671922
1248,逐光者,98,千年的等待（求保底月票）,3780,4671922,4676289
1249,逐光者,99,展现威能（求保底月票）,3112,4676289,4679981
1250,逐光者,100,门后（周一求推荐票月票）,3267,4679981,4683744
1251,逐光者,101,变化（周一求月票推荐票）,3123,4683744,4687317
1252,逐光者,102,小丑先生,3212,4687317,4691043
1253,逐光者,103,祝安好,3043,4691043,4694635
1254,逐光者,104,浮夸,3216,4694635,4698363
1255,逐光者,105,嘲讽自己,3094,4698363,4701935
1256,逐光者,106,我有你没有,3425,4701935,4705785
1257,逐光者,107,太弱,3370,4705785,4709601
1258,逐光者,108,天变,3194,4709601,4713313
1259,逐光者,109,沉睡之地,3147,4713313,4717010
1260,逐光者,110,全知,3056,4717010,4720567
1261,逐光者,111,谁都不会例外,3132,4720567,4724132
1262,逐光者,112,敌人的本质（周一求推荐票月票）,3253,4724132,4727743
1263,逐光者,113,最后的守护（周一求月票推荐票）,3549,4727743,4731776
1264,逐光者,114,后继,3179,4731776,4735444
1265,逐光者,115,战士,3176,4735444,4739061
1266,逐光者,116,光,6844,4739061,4746722
1267,倒吊人,1,欢迎,3414,4746722,4750657
1268,倒吊人,2,“奇迹师”（周一求推荐票月票）,3383,4750657,4754430
1269,倒吊人,3,“愿望”之力（周一求月票推荐票）,3178,4754430,4757957
1270,倒吊人,4,“拜访”,3174,4757957,4761606
1271,倒吊人,5,七光,3197,4761606,4765270
1272,倒吊人,6,“春天”,3028,4765270,4768767
1273,倒吊人,7,可怜的阿罗德斯,3042,4768767,4772293
1274,倒吊人,8,局势的稳定,3204,4772293,4775883
1275,倒吊人,9,新的旅程,3131,4775883,4779531
1276,倒吊人,10,流浪魔术师,3058,4779531,4783215
1277,倒吊人,11,层次的变化,3209,4783215,4786979
1278,倒吊人,12,提醒,3046,4786979,4790427
1279,倒吊人,13,迫切感,3093,4790427,4793995
1280,倒吊人,14,小城偶遇（周一求推荐票月票）,3138,4793995,4797679
1281,倒吊人,15,异变（周一求月票推荐票）,3161,4797679,4801486
1282,倒吊人,16,罪名,3314,4801486,4805580
1283,倒吊人,17,逐渐深化,3245,4805580,4809277
1284,倒吊人,18,限制的漏洞,3117,4809277,4812943
1285,倒吊人,19,谁也别想离开,3452,4812943,4817041
1286,倒吊人,20,老法新用,3236,4817041,4820795
1287,倒吊人,21,诱导,3196,4820795,4824448
1288,倒吊人,22,关键的情报（二月最后两天求月票）,3200,4824448,4828053
1289,倒吊人,23,“愚弄”（二月最后两天求月票）,3271,4828053,4831800
1290,倒吊人,24,完成愿望（二月最后一天求月票）,3173,4831800,4835557
1291,倒吊人,25,两个仪式（求保底月票）,3859,4835557,4839905
1292,倒吊人,26,初入拜亚姆（周一求推荐票月票）,3227,4839905,4843566
1293,倒吊人,27,恶魔油画（周一求月票推荐票）,3183,4843566,4847230
1294,倒吊人,28,对话（求保底月票）,3151,4847230,4850887
1295,倒吊人,29,战争前线的后遗症（求月票）,3069,4850887,4854352
1296,倒吊人,30,天文学爱好者,3271,4854352,4858137
1297,倒吊人,31,奇迹之“森”,3568,4858137,4862334
1298,倒吊人,32,离开,3190,4862334,4866053
1299,倒吊人,33,奶和蜜,3308,4866053,4869897
1300,倒吊人,34,第四个人,3070,4869897,4873414
1301,倒吊人,35,“新生”,3090,4873414,4876927
1302,倒吊人,36,预言中的画面,3194,4876927,4880804
1303,倒吊人,37,活化,3112,4880804,4884415
1304,倒吊人,38,思路的重要性（周一求推荐票月票）,3113,4884415,4888029
1305,倒吊人,39,那道黑影（周一求月票推荐票）,3177,4888029,4891681
1306,倒吊人,40,封印,3470,4891681,4895775
1307,倒吊人,41,见面,3073,4895775,4899383
1308,倒吊人,42,再见,3122,4899383,4902938
1309,倒吊人,43,上门辅导,3079,4902938,4906482
1310,倒吊人,44,使者,3170,4906482,4910151
1311,倒吊人,45,新的任务,3126,4910151,4913652
1312,倒吊人,46,全自动许愿机,3120,4913652,4917383
1313,倒吊人,47,第三个愿望,3278,4917383,4921247
1314,倒吊人,48,奇迹只能一时,3539,4921247,4925445
1315,倒吊人,49,总结报告,3185,4925445,4929095
1316,倒吊人,50,陌生的城市（周一求月票推荐票）,3175,4929095,4932781
1317,倒吊人,51,“傲慢”（周一求月票推荐票）,3133,4932781,4936527
1318,倒吊人,52,七位委员,3124,4936527,4940194
1319,倒吊人,53,“保命咒语”,3022,4940194,4943671
1320,倒吊人,54,心灵邮件,3152,4943671,4947378
1321,倒吊人,55,特殊的六条途径,3175,4947378,4951039
1322,倒吊人,56,遇事不决先拖延,3150,4951039,4954711
1323,倒吊人,57,发展大计,3115,4954711,4958285
1324,倒吊人,58,处理,3118,4958285,4961866
1325,倒吊人,59,半年多后,3118,4961866,4965425
1326,倒吊人,60,成功的“弥撒”,3033,4965425,4968961
1327,倒吊人,61,三个方案,3042,4968961,4972330
1328,倒吊人,62,台下功夫（周一求推荐票月票）,3131,4972330,4975972
1329,倒吊人,63,没有异常的夜晚（周一求月票推荐票）,3058,4975972,4979658
1330,倒吊人,64,入住,3130,4979658,4983365
1331,倒吊人,65,助人为乐,3049,4983365,4987029
1332,倒吊人,66,半夜惊心,3119,4987029,4990715
1333,倒吊人,67,现身说法,3283,4990715,4994637
1334,倒吊人,68,月夜,3085,4994637,4998209
1335,倒吊人,69,“我”,3207,4998209,5001940
1336,倒吊人,70,交互,3094,5001940,5005646
1337,倒吊人,71,连锁反应,3158,5005646,5009431
1338,倒吊人,72,探索,3245,5009431,5013319
1339,倒吊人,73,门后（二月月票第一加更）,3149,5013319,5017025
1340,倒吊人,74,游记（月底求月票）,3169,5017025,5020634
1341,倒吊人,75,梦中（求推荐票月票）,3173,5020634,5024380
1342,倒吊人,76,同时（求月票推荐票）,3089,5024380,5028000
1343,倒吊人,77,编织噩梦（最后一天求月票）,3193,5028000,5031649
1344,倒吊人,78,人性（最后半天求月票）,3416,5031649,5035675
1345,倒吊人,79,又见面了（求保底月票）,4451,5035675,5040747
1346,倒吊人,80,“空想家”的特殊（求保底月票）,3110,5040747,5044338
1347,倒吊人,81,支柱（求保底月票）,3313,5044338,5048199
1348,倒吊人,82,仪式的准备（求月票）,3052,5048199,5051848
1349,倒吊人,83,“门”（求月票）,3244,5051848,5055759
1350,倒吊人,84,愿望（求月票）,3318,5055759,5059605
1351,倒吊人,85,抓住机会,3130,5059605,5063194
1352,倒吊人,86,诡秘侍者（三月月票第一加更）,3214,5063194,5066931
1353,倒吊人,87,牺牲者,5749,5066931,5073395
1354,愚者,1,这一晚,3169,5073395,5077140
1355,愚者,2,事情的收尾,3132,5077140,5080856
1356,愚者,3,紧迫,3126,5080856,5084281
1357,愚者,4,见面,3082,5084281,5087956
1358,愚者,5,对话,3049,5087956,5091472
1359,愚者,6,清晨,3613,5091472,5095594
1360,愚者,6,选择（周一求推荐票月票）,3185,5095594,5099334
1361,愚者,8,联合行动（周一求月票推荐票）,3098,5099334,5102971
1362,愚者,9,见证,3090,5102971,5106570
1363,愚者,10,治疗方案,3091,5106570,5110142
1364,愚者,11,行动派,3510,5110142,5114217
1365,愚者,12,摧毁,3213,5114217,5117905
1366,愚者,13,布置,3050,5117905,5121483
1367,愚者,14,支流,3249,5121483,5125194
1368,愚者,15,死亡烙印,3370,5125194,5129058
1369,愚者,16,大手笔,3082,5129058,5132555
1370,愚者,17,决断,3076,5132555,5136225
1371,愚者,18,谁是朋友谁是敌人,3186,5136225,5139825
1372,愚者,19,“许愿神灯”另外的用处（周一求推荐票月票）,3163,5139825,5143415
1373,愚者,20,面对（求月票推荐票）,3215,5143415,5147124
1374,愚者,21,命运木马,3372,5147124,5150943
1375,愚者,22,开始容纳,3692,5150943,5155166
1376,愚者,23,半个旧日,3035,5155166,5158600
1377,愚者,24,疯狂的呓语,3167,5158600,5162209
1378,愚者,25,改变计划,3724,5162209,5166476
1379,愚者,26,联手,3200,5166476,5170169
1380,愚者,27,一个奇迹,4198,5170169,5175036
1381,愚者,28,权柄,3265,5175036,5178872
1382,愚者,29,主场“优势”,3103,5178872,5182460
1383,愚者,30,制定规则,3046,5182460,5186018
1384,愚者,31,概念化（感谢芝士烟肉海鲜焗意粉打赏白银盟）,3293,5186018,5189793
1385,愚者,32,“疯”,3337,5189793,5193648
1386,愚者,33,狭路（周一求推荐票）,3549,5193648,5197782
1387,愚者,34,办法（周一求推荐票）,3171,5197782,5201484
1388,愚者,35,临时的聚会（双倍期间求月票）,3432,5201484,5205492
1389,愚者,36,“愚者”的委托（双倍期间求月票）,3529,5205492,5209600
1390,愚者,37,问答（双倍期间求月票）,3392,5209600,5213608
1391,愚者,38,去面对（双倍期间求月票）,3345,5213608,5217510
1392,愚者,39,昨日不再（双倍期间求月票）,3217,5217510,5221465
1393,愚者,40,梦开始的地方,3544,5221465,5225799
1394,愚者,41,新的旅程,1673,5225799,5227819
